Key,Updated,Created,Name,Arbeitsplatz,Kassentyp,NL Number,Betriebsstelle,Hostname,IP-Adresse,Modell,Seriennummer,Betriebssystem,Prozessor,Installationsdatum,Lifecycle Status,1st-Level-Service-Unit,2nd-Level-Service-Unit,External-Service-Provider,Kommentar,SCO/Bargeldabwicklung
CIOS-239099,07/Jul/23 2:23 PM,07/Jul/23 2:20 PM,PC - Kasse 02 - DE0102CPOS20002,Kasse 02,Retourenkasse,102,Labor,DE0102CPOS20002,10.49.243.102,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239107,07/Jul/23 2:36 PM,07/Jul/23 2:36 PM,PC - Kasse 02 - DE0107CPOS20002,Kasse 02,Checkoutkasse,107,Labor,DE0107CPOS20002,10.49.244.102,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239115,07/Jul/23 2:45 PM,07/Jul/23 2:45 PM,PC - Kasse 02 - DE0108CPOS20002,Kasse 02,Checkoutkasse,108,Labor,DE0108CPOS20002,10.253.118.102,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239131,07/Jul/23 2:56 PM,07/Jul/23 2:56 PM,PC - Kasse 02 - DE0109CPOS20002,Kasse 02,Checkoutkasse,109,Labor,DE0109CPOS20002,10.253.119.102,HP EOP,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239145,07/Jul/23 3:04 PM,07/Jul/23 3:04 PM,PC - Kasse 02 - DE0121CPOS20002,Kasse 02,Checkoutkasse,121,Labor,DE0121CPOS20002,10.253.121.102,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233409,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0300CPOS20002,Kasse 02,Checkoutkasse,300,Hauptkassenzone,DE0300CPOS20002,10.250.248.102,HP RP9,SN - PC - Kasse 02 - DE0300CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239050,27/Jun/23 1:07 PM,27/Jun/23 1:04 PM,PC - Kasse 02 - DE0311CPOS20002,Kasse 02,Mobile Kasse,311,Hauptkassenzone,DE0311CPOS20002,10.253.65.102,HP RP9,SN - PC - Kasse 02 - DE0311CPOS20002,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233410,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0330CPOS20002,Kasse 02,Checkoutkasse,330,Hauptkassenzone,DE0330CPOS20002,10.253.32.102,HP RP9,SN - PC - Kasse 02 - DE0330CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233411,14/Nov/23 10:54 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0400CPOS20002,Kasse 02,Checkoutkasse,400,Hauptkassenzone,DE0400CPOS20002,10.253.92.102,HP EOP,8CN33806TQ,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,14.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233412,21/Dec/23 7:42 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0401CPOS20002,Kasse 02,Checkoutkasse,401,Hauptkassenzone,DE0401CPOS20002,10.250.208.102,HP EOP,8CN34609T6,Windows 10,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,19.12.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233413,30/Oct/23 1:10 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0404CPOS20002,Kasse 02,Checkoutkasse,404,Hauptkassenzone,DE0404CPOS20002,10.250.136.102,HP RP9,SN - PC - Kasse 02 - DE0404CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,Inaktiv - Pool,ServiceDesk Kasse / POS,TeamPOS Support,POSService,Kasse wurde am 10.10.2023 wegen Schließung der NL abgebaut,
CIOS-233414,21/Dec/23 7:37 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0406CPOS20002,Kasse 02,Checkoutkasse,406,Hauptkassenzone,DE0406CPOS20002,10.253.156.102,HP EOP,SN - PC - Kasse 02 - DE0406CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,20.12.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233415,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0485CPOS20002,Kasse 02,Checkoutkasse,485,Hauptkassenzone,DE0485CPOS20002,10.253.8.102,HP RP9,SN - PC - Kasse 02 - DE0485CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233416,30/Oct/23 3:47 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0491CPOS20002,Kasse 02,Checkoutkasse,491,Hauptkassenzone,DE0491CPOS20002,10.250.160.102,HP EOP,8CN3200DDK,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,20.09.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233417,19/Apr/24 9:11 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0498CPOS20002,Kasse 02,Checkoutkasse,498,Hauptkassenzone,DE0498CPOS20002,10.253.0.102,HP RP9,SN - PC - Kasse 02 - DE0498CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233418,03/Nov/23 1:37 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0505CPOS20002,Kasse 02,Checkoutkasse,505,Hauptkassenzone,DE0505CPOS20002,10.250.168.102,HP EOP,8CN32902RL,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,28.08.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233419,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0507CPOS20002,Kasse 02,Checkoutkasse,507,Hauptkassenzone,DE0507CPOS20002,10.250.212.102,HP RP9,SN - PC - Kasse 02 - DE0507CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233420,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0508CPOS20002,Kasse 02,Checkoutkasse,508,Hauptkassenzone,DE0508CPOS20002,10.253.120.102,HP RP9,SN - PC - Kasse 02 - DE0508CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233421,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0509CPOS20002,Kasse 02,Checkoutkasse,509,Hauptkassenzone,DE0509CPOS20002,10.250.152.102,HP RP9,SN - PC - Kasse 02 - DE0509CPOS20002,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233422,08/Dec/23 7:37 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0515CPOS20002,Kasse 02,Checkoutkasse,515,Hauptkassenzone,DE0515CPOS20002,10.250.16.102,HP RP9,SN - PC - Kasse 02 - DE0515CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233423,03/Nov/23 1:54 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0519CPOS20002,Kasse 02,Checkoutkasse,519,Hauptkassenzone,DE0519CPOS20002,10.250.100.102,HP EOP,8CN2500H9J,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,28.08.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233424,29/Nov/23 2:38 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0520CPOS20002,Kasse 02,Checkoutkasse,520,Hauptkassenzone,DE0520CPOS20002,10.250.101.102,HP EOP,8CN3410F2C,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,21.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233425,21/Dec/23 9:00 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0521CPOS20002,Kasse 02,Checkoutkasse,521,Hauptkassenzone,DE0521CPOS20002,10.250.92.102,HP EOP,SN - PC - Kasse 02 - DE0521CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,02.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233426,20/Nov/23 4:27 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0525CPOS20002,Kasse 02,Checkoutkasse,525,Hauptkassenzone,DE0525CPOS20002,10.253.36.102,HP EOP,8CN3410DRV,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,20.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233427,14/Nov/23 8:31 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0528CPOS20002,Kasse 02,Checkoutkasse,528,Hauptkassenzone,DE0528CPOS20002,10.250.124.102,HP EOP,8CN33806VF,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,09.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233428,09/Jan/24 2:41 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0530CPOS20002,Kasse 02,Checkoutkasse,530,Hauptkassenzone,DE0530CPOS20002,10.250.21.102,HP EOP,8CN3460B0Z,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,09.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233429,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0531CPOS20002,Kasse 02,Checkoutkasse,531,Hauptkassenzone,DE0531CPOS20002,10.250.37.102,HP RP9,SN - PC - Kasse 02 - DE0531CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233430,08/Dec/23 7:13 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0534CPOS20002,Kasse 02,Checkoutkasse,534,Hauptkassenzone,DE0534CPOS20002,10.253.88.102,HP EOP,8CN3410DF4,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,30.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233431,03/Nov/23 2:01 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0535CPOS20002,Kasse 02,Checkoutkasse,535,Hauptkassenzone,DE0535CPOS20002,10.250.104.102,HP EOP,8CN32902RB,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,21.09.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233432,06/Nov/23 3:04 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0537CPOS20002,Kasse 02,Checkoutkasse,537,Hauptkassenzone,DE0537CPOS20002,10.250.28.102,HP EOP,8CN3360G74,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,06.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233433,03/Nov/23 2:10 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0539CPOS20002,Kasse 02,Checkoutkasse,539,Hauptkassenzone,DE0539CPOS20002,10.250.172.102,HP EOP,8CN32902R8,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,25.09.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233434,26/Oct/23 1:31 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0541CPOS20002,Kasse 02,Checkoutkasse,541,Hauptkassenzone,DE0541CPOS20002,10.253.72.102,HP EOP,8CN3360FXL,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,02.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233435,29/Nov/23 1:22 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0543CPOS20002,Kasse 02,Checkoutkasse,543,Hauptkassenzone,DE0543CPOS20002,10.253.220.102,HP EOP,8CN3410F15,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,29.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233436,17/Nov/23 9:39 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0544CPOS20002,Kasse 02,Checkoutkasse,544,Hauptkassenzone,DE0544CPOS20002,10.253.116.102,HP EOP,8CN3380726,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,14.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233437,16/Jan/24 2:37 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0547CPOS20002,Kasse 02,Checkoutkasse,547,Hauptkassenzone,DE0547CPOS20002,10.253.212.102,HP EOP,8CN3500364,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,15.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233438,10/Nov/23 10:21 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0548CPOS20002,Kasse 02,Checkoutkasse,548,Hauptkassenzone,DE0548CPOS20002,10.250.200.102,HP EOP,8CN3360DB9,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,12.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233439,14/Nov/23 9:33 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0553CPOS20002,Kasse 02,Checkoutkasse,553,Hauptkassenzone,DE0553CPOS20002,10.250.120.102,HP EOP,8CN338073S,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,07.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233440,03/Nov/23 2:28 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0555CPOS20002,Kasse 02,Checkoutkasse,555,Hauptkassenzone,DE0555CPOS20002,10.253.80.102,HP EOP,8CN3360GCV,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,19.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233441,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0557CPOS20002,Kasse 02,Checkoutkasse,557,Hauptkassenzone,DE0557CPOS20002,10.253.104.102,HP RP9,SN - PC - Kasse 02 - DE0557CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233443,03/Nov/23 11:41 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0559CPOS20002,Kasse 02,Checkoutkasse,559,Hauptkassenzone,DE0559CPOS20002,10.253.112.102,HP EOP,8C3360G5Z,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,31.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233444,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0560CPOS20002,Kasse 02,Checkoutkasse,560,Hauptkassenzone,DE0560CPOS20002,10.250.244.102,HP RP9,SN - PC - Kasse 02 - DE0560CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233445,21/Nov/23 2:06 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0561CPOS20002,Kasse 02,Checkoutkasse,561,Hauptkassenzone,DE0561CPOS20002,10.253.148.102,HP EOP,8CN2281RSN,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,07.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233446,03/Nov/23 3:00 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0562CPOS20002,Kasse 02,Checkoutkasse,562,Hauptkassenzone,DE0562CPOS20002,10.253.184.102,HP RP9,SN - PC - Kasse 02 - DE0562CPOS20002,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233447,13/Nov/23 2:55 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0563CPOS20002,Kasse 02,Checkoutkasse,563,Hauptkassenzone,DE0563CPOS20002,10.253.208.102,HP RP7,SN - PC - Kasse 02 - DE0563CPOS20002,Windows 7,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,Inaktiv - Verschrottet,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233448,15/Dec/23 8:35 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0565CPOS20002,Kasse 02,Checkoutkasse,565,Hauptkassenzone,DE0565CPOS20002,10.253.244.102,HP EOP,8CN3410DGW,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,27.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233449,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0566CPOS20002,Kasse 02,Checkoutkasse,566,Hauptkassenzone,DE0566CPOS20002,10.250.156.102,HP RP9,SN - PC - Kasse 02 - DE0566CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233450,03/Nov/23 2:38 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0567CPOS20002,Kasse 02,Checkoutkasse,567,Hauptkassenzone,DE0567CPOS20002,10.253.132.102,HP EOP,8CN3360G22,Windows 7,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,04.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233451,29/Nov/23 1:12 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0568CPOS20002,Kasse 02,Checkoutkasse,568,Hauptkassenzone,DE0568CPOS20002,10.253.24.102,HP EOP,8CN3360FXF,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,29.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233452,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0569CPOS20002,Kasse 02,Checkoutkasse,569,Hauptkassenzone,DE0569CPOS20002,10.250.184.102,HP RP9,SN - PC - Kasse 02 - DE0569CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233453,21/Dec/23 7:50 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0571CPOS20002,Kasse 02,Checkoutkasse,571,Hauptkassenzone,DE0571CPOS20002,10.253.56.102,HP EOP,8CN3460HYG,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,07.12.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233454,09/Oct/23 3:19 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0572CPOS20002,Kasse 02,Checkoutkasse,572,Hauptkassenzone,DE0572CPOS20002,10.253.164.102,HP EOP,SN - PC - Kasse 02 - DE0572CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,09.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233455,03/Nov/23 3:08 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0573CPOS20002,Kasse 02,Checkoutkasse,573,Hauptkassenzone,DE0573CPOS20002,10.253.240.102,HP EOP,8CN3360G37,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,11.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233456,19/Apr/24 7:21 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0574CPOS20002,Kasse 02,Checkoutkasse,574,Hauptkassenzone,DE0574CPOS20002,10.250.132.102,HP RP9,SN - PC - Kasse 02 - DE0574CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233457,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0575CPOS20002,Kasse 02,Checkoutkasse,575,Hauptkassenzone,DE0575CPOS20002,10.250.148.102,HP RP9,SN - PC - Kasse 02 - DE0575CPOS20002,Windows 8.1 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233458,31/Jan/24 1:22 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0577CPOS20002,Kasse 02,Checkoutkasse,577,Hauptkassenzone,DE0577CPOS20002,10.250.38.102,HP RP9,SN - PC - Kasse 02 - DE0577CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233459,28/Feb/24 10:04 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0578CPOS20002,Kasse 02,Checkoutkasse,578,Hauptkassenzone,DE0578CPOS20002,10.253.232.102,HP EOP,8CN3460HXY,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,12.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233460,04/Oct/23 6:32 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0579CPOS20002,Kasse 02,Checkoutkasse,579,Hauptkassenzone,DE0579CPOS20002,10.253.228.102,HP EOP,SN - PC - Kasse 02 - DE0579CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,04.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233461,08/Dec/23 8:50 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0580CPOS20002,Kasse 02,Checkoutkasse,580,Hauptkassenzone,DE0580CPOS20002,10.250.8.102,HP EOP,8CN3460HX3,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,07.12.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233462,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0583CPOS20002,Kasse 02,Checkoutkasse,583,Hauptkassenzone,DE0583CPOS20002,10.253.100.102,HP RP9,SN - PC - Kasse 02 - DE0583CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233463,14/Feb/24 2:46 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0584CPOS20002,Kasse 02,Checkoutkasse,584,Hauptkassenzone,DE0584CPOS20002,10.250.32.102,HP EOP,21748B551C,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233464,24/Jan/24 2:32 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0585CPOS20002,Kasse 02,Checkoutkasse,585,Hauptkassenzone,DE0585CPOS20002,10.250.140.102,HP EOP,8CN34609ZH,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,24.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233465,11/Oct/23 1:51 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0586CPOS20002,Kasse 02,Checkoutkasse,586,Hauptkassenzone,DE0586CPOS20002,10.253.252.102,HP EOP,SN - PC - Kasse 02 - DE0586CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,11.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233466,17/Jan/24 1:48 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0587CPOS20002,Kasse 02,Checkoutkasse,587,Hauptkassenzone,DE0587CPOS20002,10.253.200.102,HP EOP,8CN32902K5,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,17.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233467,19/Dec/23 10:34 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0589CPOS20002,Kasse 02,Checkoutkasse,589,Hauptkassenzone,DE0589CPOS20002,10.250.4.102,HP EOP,8CN34609RB,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,18.12.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233468,16/Feb/24 10:08 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0590CPOS20002,Kasse 02,Checkoutkasse,590,Hauptkassenzone,DE0590CPOS20002,10.253.160.102,HP EOP,8CN35002P9,Windows 10,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,05.02.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233469,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0591CPOS20002,Kasse 02,Checkoutkasse,591,Hauptkassenzone,DE0591CPOS20002,10.253.248.102,HP RP9,SN - PC - Kasse 02 - DE0591CPOS20002,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233470,18/Jan/24 2:53 PM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0594CPOS20002,Kasse 02,Checkoutkasse,594,Hauptkassenzone,DE0594CPOS20002,10.250.7.102,HP EOP,8CN34609YN,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,18.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233471,28/Feb/24 10:38 AM,20/Jun/23 5:24 PM,PC - Kasse 02 - DE0595CPOS20002,Kasse 02,Checkoutkasse,595,Hauptkassenzone,DE0595CPOS20002,10.250.5.102,HP EOP,8CN33806XJ,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,22.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
