CIOS-239122,07/Jul/23 2:50 PM,07/Jul/23 2:50 PM,PC - Kasse 13 - DE0108CPOS20013,Kasse 13,Retourenkasse,108,,DE0108CPOS20013,10.253.118.113,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239134,07/Jul/23 2:58 PM,07/Jul/23 2:57 PM,PC - Kasse 13 - DE0109CPOS20013,Kasse 13,Checkoutkasse,109,,DE0109CPOS20013,10.253.119.113,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239123,07/Jul/23 2:51 PM,07/Jul/23 2:51 PM,PC - Kasse 14 - DE0108CPOS20014,Kasse 14,Checkoutkasse,108,,DE0108CPOS20014,10.253.118.114,,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239135,07/Jul/23 2:58 PM,07/Jul/23 2:58 PM,PC - Kasse 14 - DE0109CPOS20014,Kasse 14,Retourenkasse,109,,DE0109CPOS20014,10.253.119.114,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239124,07/Jul/23 2:51 PM,07/Jul/23 2:51 PM,PC - Kasse 15 - DE0108CPOS20015,Kasse 15,Retourenkasse,108,,DE0108CPOS20015,10.253.118.115,,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239136,07/Jul/23 2:58 PM,07/Jul/23 2:58 PM,PC - Kasse 15 - DE0109CPOS20015,Kasse 15,Kundenrechnungsterminal,109,,DE0109CPOS20015,10.253.119.115,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239125,07/Jul/23 2:52 PM,07/Jul/23 2:52 PM,PC - Kasse 16 - DE0108CPOS20016,Kasse 16,SB-Kasse,108,,DE0108CPOS20016,10.253.118.116,,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239137,07/Jul/23 2:59 PM,07/Jul/23 2:59 PM,PC - Kasse 16 - DE0109CPOS20016,Kasse 16,Checkoutkasse,109,,DE0109CPOS20016,10.253.119.116,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239126,07/Jul/23 2:52 PM,07/Jul/23 2:52 PM,PC - Kasse 17 - DE0108CPOS20017,Kasse 17,Kundenrechnungsterminal,108,,DE0108CPOS20017,10.253.118.117,,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239138,07/Jul/23 2:59 PM,07/Jul/23 2:59 PM,PC - Kasse 17 - DE0109CPOS20017,Kasse 17,,109,,DE0109CPOS20017,10.253.119.117,,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239127,07/Jul/23 2:53 PM,07/Jul/23 2:53 PM,PC - Kasse 18 - DE0108CPOS20018,Kasse 18,,108,,DE0108CPOS20018,10.253.118.118,,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239104,07/Jul/23 2:25 PM,07/Jul/23 2:25 PM,PC - Kasse 31 - DE0102CPOS20031,Kasse 31,Retourenkasse,102,,DE0102CPOS20031,10.49.243.131,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239113,07/Jul/23 2:42 PM,07/Jul/23 2:42 PM,PC - Kasse 31 - DE0107CPOS20031,Kasse 31,Retourenkasse,107,,DE0107CPOS20031,10.49.244.131,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239128,07/Jul/23 2:53 PM,07/Jul/23 2:53 PM,PC - Kasse 31 - DE0108CPOS20031,Kasse 31,Retourenkasse,108,,DE0108CPOS20031,10.253.118.131,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239139,07/Jul/23 3:00 PM,07/Jul/23 3:00 PM,PC - Kasse 31 - DE0109CPOS20031,Kasse 31,Retourenkasse,109,,DE0109CPOS20031,10.253.119.131,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239149,07/Jul/23 3:06 PM,07/Jul/23 3:06 PM,PC - Kasse 31 - DE0121CPOS20031,Kasse 31,Retourenkasse,121,,DE0121CPOS20031,10.253.121.131,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239150,07/Jul/23 3:06 PM,07/Jul/23 3:06 PM,PC - Kasse 32 - DE0121CPOS20032,Kasse 32,Retourenkasse,121,,DE0121CPOS20032,10.253.121.132,HP RP7,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-234765,03/Nov/23 2:32 PM,20/Jun/23 5:24 PM,PC - Kasse 32 - DE0555CPOS20032,Kasse 32,Retourenkasse,555,,DE0555CPOS20032,10.253.80.132,HP RP9,SN - PC - Kasse 32 - DE0555CPOS20032,Windows 10 Pro,Intel(R) Pentium(R) Dual  CPU  E2160  @ 1.80GHz,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-234783,29/Jan/24 2:33 PM,20/Jun/23 5:24 PM,PC - Kasse 32 - DE0585CPOS20032,Kasse 32,Retourenkasse,585,,DE0585CPOS20032,10.250.140.132,HP RP9,SN - PC - Kasse 32 - DE0585CPOS20032,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-234786,20/Dec/23 4:12 PM,20/Jun/23 5:24 PM,PC - Kasse 32 - DE0589CPOS20032,Kasse 32,Retourenkasse,589,,DE0589CPOS20032,10.250.4.132,HP RP9,SN - PC - Kasse 32 - DE0589CPOS20032,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-234788,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 32 - DE0591CPOS20032,Kasse 32,Retourenkasse,591,,DE0591CPOS20032,10.253.248.132,HP RP9,SN - PC - Kasse 32 - DE0591CPOS20032,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-234815,28/Feb/24 11:02 AM,20/Jun/23 5:24 PM,PC - Kasse 32 - DE0624CPOS20032,Kasse 32,Retourenkasse,624,,DE0624CPOS20032,10.250.61.132,HP RP9,SN - PC - Kasse 32 - DE0624CPOS20032,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-234856,29/Jun/23 10:25 AM,20/Jun/23 5:24 PM,PC - Kasse 32 - DE0851CPOS20032,Kasse 32,Retourenkasse,851,,DE0851CPOS20032,10.250.123.132,HP RP9,SN - PC - Kasse 32 - DE0851CPOS20032,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-234949,13/Feb/24 7:53 AM,20/Jun/23 5:24 PM,PC - Kasse 33 - DE0656CPOS20033,Kasse 33,Retourenkasse,656,,DE0656CPOS20033,10.250.102.133,HP RP9,SN - PC - Kasse 33 - DE0656CPOS20033,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,Eingang Kapweg,
CIOS-239140,07/Jul/23 3:00 PM,07/Jul/23 3:00 PM,PC - Kasse 41 - DE0109CPOS20041,Kasse 41,SB-Kasse,109,,DE0109CPOS20041,10.253.119.141,HP EOP,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239141,07/Jul/23 3:01 PM,07/Jul/23 3:01 PM,PC - Kasse 42 - DE0109CPOS20042,Kasse 42,SB-Kasse,109,,DE0109CPOS20042,10.253.119.142,HP EOP,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239105,07/Jul/23 2:27 PM,07/Jul/23 2:27 PM,PC - Kasse 61 - DE0102CPOS20061,Kasse 61,Kundenrechnungsterminal,102,,DE0102CPOS20061,10.49.243.161,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239129,07/Jul/23 2:54 PM,07/Jul/23 2:54 PM,PC - Kasse 61 - DE0108CPOS20061,Kasse 61,Kundenrechnungsterminal,108,,DE0108CPOS20061,10.253.118.161,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-239142,07/Jul/23 3:02 PM,07/Jul/23 3:02 PM,PC - Kasse 61 - DE0109CPOS20061,Kasse 61,Kundenrechnungsterminal,109,,DE0109CPOS20061,10.253.119.161,HP RP9,,,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-242532,03/Nov/23 2:38 PM,03/Nov/23 2:37 PM,PC - Kasse 63 - DE0555CPOS20063,Kasse 63,Kundenrechnungsterminal,555,,DE0555CPOS20063,10.250.80.163,HP RP9,SN - PC - Kasse 63 - DE0555CPOS20063,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
